Credit_Score,Debt,Income,Loan_Amount,Account_Age,Years_Employed,Num_Bank_Accounts,Num_Credit_Cards,Gender,Married,Education_Level,Employment_Type,City,Housing_Status,Citizenship,Customer_ID,Zip_Code,Random_Code,Dependents,Credit_Cards_Limit,Approved
752,144687,620715,40205,25,36,3,5,Male,Yes,Bachelor,Government,Lahore,Family,By Birth,105933,52051,571728,2,368523,1
770,145804,46111,16571,9,35,3,4,Female,Yes,Master,Government,Multan,Mortgage,By Birth,105934,27510,380158,1,123615,1
523,110670,727756,173392,29,18,4,3,Female,Yes,Bachelor,Private,Lahore,Own,By Birth,105935,95164,563824,4,301307,0
453,42738,315434,121042,10,36,4,2,Male,No,PhD,Private,Lahore,Own,By Other Means,105936,17981,267044,4,223849,1
650,242368,771500,53853,25,30,4,7,Female,No,PhD,Self-employed,Karachi,Family,By Other Means,105937,94380,465345,3,477521,1
446,132053,709822,166262,11,25,3,4,Female,No,Master,Private,Karachi,Family,By Birth,105938,60239,826871,2,321929,0
648,193953,497388,123088,30,5,1,7,Male,Yes,High School,Self-employed,Multan,Own,By Other Means,105939,38406,259820,4,130869,0
481,189681,31801,94116,7,28,9,1,Male,Yes,High School,Private,Multan,Rent,By Other Means,105940,14969,449514,1,487284,0
478,343810,411486,172594,26,16,2,0,Female,Yes,High School,Self-employed,Islamabad,Family,By Birth,105941,40893,440135,2,91243,0
338,346495,174782,207873,4,19,3,0,Female,No,Master,Private,Islamabad,Own,By Birth,105942,25874,240689,4,415237,0
302,202957,519989,49489,8,9,2,2,Female,Yes,Bachelor,Government,Lahore,Rent,By Birth,105943,23800,336894,4,431386,0
363,-10728,641445,208349,10,5,6,2,Female,Yes,Master,Self-employed,Islamabad,Rent,By Other Means,105944,73699,694305,1,487933,0
328,367996,265907,137909,14,31,6,5,Male,No,Master,Private,Multan,Rent,By Other Means,105945,59597,996789,3,457308,0
671,-346055,585204,58763,22,1,1,1,Male,Yes,Master,Self-employed,Multan,Rent,By Other Means,105946,34605,482797,0,441416,0
822,117616,606834,87945,16,9,4,7,Male,No,High School,Self-employed,Islamabad,Rent,By Other Means,105947,88110,291437,3,207561,1
396,218422,56388,61964,10,36,5,1,Female,Yes,High School,Self-employed,Multan,Mortgage,By Birth,105948,76216,658188,3,153211,0
741,298358,96167,135349,12,26,6,5,Male,Yes,High School,Self-employed,Multan,Own,By Other Means,105949,12581,378666,0,389265,0
502,189007,377508,61398,16,40,5,5,Female,No,Master,Private,Lahore,Own,By Birth,105950,64344,646211,2,216290,1
710,218153,94667,218650,22,18,3,3,Male,No,Bachelor,Self-employed,Multan,Rent,By Birth,105951,46872,426536,4,451859,0
320,307732,285853,87597,26,40,3,4,Female,No,Bachelor,Private,Lahore,Own,By Birth,105952,24494,658659,2,82627,0
850,150025,593042,99522,6,15,3,0,Male,Yes,Bachelor,Self-employed,Multan,Own,By Other Means,105953,47781,975039,0,338961,1
401,330552,263291,58198,8,19,6,3,Male,No,Bachelor,Government,Karachi,Own,By Birth,105954,14213,504859,0,464747,0
345,296247,248802,90741,17,35,4,1,Male,Yes,Bachelor,Private,Multan,Family,By Birth,105955,19907,845701,3,198163,0
365,70949,684775,171215,22,4,4,2,Male,No,Bachelor,Private,Multan,Rent,By Birth,105956,58826,496284,2,257656,0
463,225877,462062,54427,17,17,3,3,Male,Yes,Master,Private,Lahore,Rent,By Birth,105957,53998,123821,4,357303,0
410,151228,789140,142931,29,7,4,2,Female,No,PhD,Private,Islamabad,Mortgage,By Other Means,105958,16284,102799,1,210011,0
637,13423,492282,50507,9,12,8,5,Male,No,High School,Self-employed,Multan,Own,By Birth,105959,53739,374543,3,421161,1
422,300206,551760,170428,11,40,3,4,Male,Yes,Bachelor,Government,Islamabad,Own,By Birth,105960,26880,778877,2,230180,1
746,173877,739090,91501,25,9,3,6,Male,No,High School,Government,Islamabad,Own,By Birth,105961,69570,266454,3,317294,1
590,264131,56131,67570,17,35,6,2,Female,No,PhD,Government,Karachi,Family,By Other Means,105962,64399,651219,0,188141,0
711,62979,629231,148926,20,18,1,6,Female,Yes,PhD,Government,Multan,Family,By Other Means,105963,47798,488192,1,434299,1
580,299741,365881,169085,8,30,6,6,Female,Yes,Master,Private,Multan,Mortgage,By Birth,105964,33033,663725,0,83202,0
342,83905,441164,36654,8,35,9,0,Male,Yes,Bachelor,Government,Multan,Rent,By Other Means,105965,47881,711166,3,352539,1
785,158940,197980,243456,9,28,3,4,Male,Yes,PhD,Government,Multan,Rent,By Other Means,105966,95041,298622,4,77171,1
350,76970,725195,244779,0,22,2,2,Male,No,High School,Government,Islamabad,Family,By Birth,105967,39101,500889,2,395616,0
509,63805,271267,131905,10,31,3,3,Male,No,PhD,Private,Karachi,Family,By Birth,105968,53838,329822,2,168970,0
425,119779,310105,159126,13,10,3,0,Female,Yes,Master,Private,Multan,Family,By Birth,105969,23642,578734,4,370821,0
791,57467,536712,78728,22,1,2,0,Female,Yes,Master,Self-employed,Multan,Rent,By Other Means,105970,78449,332064,2,253953,1
808,107732,67083,65254,25,31,4,1,Male,Yes,PhD,Self-employed,Multan,Mortgage,By Other Means,105971,67374,641383,1,389061,1
557,148079,465278,203792,29,4,8,1,Male,No,PhD,Government,Islamabad,Rent,By Other Means,105972,44875,191190,4,474142,0
487,363604,591470,181278,9,30,7,7,Male,No,Bachelor,Private,Karachi,Rent,By Birth,105973,48706,753016,3,157587,0
529,207936,147987,172091,27,12,9,3,Male,Yes,PhD,Private,Islamabad,Mortgage,By Other Means,105974,95869,723476,3,135493,0
488,396605,81852,21281,13,21,8,5,Male,No,High School,Self-employed,Karachi,Own,By Birth,105975,24301,667791,1,223753,0
714,118105,251560,10863,18,34,7,1,Male,Yes,Bachelor,Government,Islamabad,Rent,By Birth,105976,47884,352469,2,67999,1
309,124535,174147,57203,25,18,6,2,Male,No,PhD,Private,Multan,Own,By Birth,105977,88116,286073,0,104599,0
413,271602,26531,211310,9,28,3,5,Female,No,Bachelor,Self-employed,Lahore,Rent,By Birth,105978,29480,154743,3,69128,0
375,68481,240389,41539,16,22,4,7,Male,No,Bachelor,Self-employed,Lahore,Rent,By Other Means,105979,28327,595330,4,240351,0
801,74888,326167,215144,1,18,8,7,Male,Yes,Bachelor,Government,Karachi,Rent,By Birth,105980,79217,515442,2,290547,1
384,76022,186308,178160,21,15,2,1,Male,Yes,Master,Government,Karachi,Own,By Other Means,105981,77860,371052,4,492936,0
348,172472,322203,67438,13,30,6,7,Female,Yes,Master,Private,Islamabad,Family,By Other Means,105982,72463,347993,2,207614,0
794,67628,60023,21077,25,15,1,0,Female,No,PhD,Private,Karachi,Own,By Other Means,105983,99074,428668,3,470029,1
686,182929,515440,161345,17,25,7,3,Male,No,Master,Self-employed,Karachi,Rent,By Birth,105984,64324,164393,4,189469,1
688,167599,218547,128968,1,2,4,2,Male,Yes,PhD,Private,Karachi,Family,By Other Means,105985,32008,935193,4,413365,0
517,70648,187696,36052,19,22,1,0,Female,Yes,High School,Government,Islamabad,Own,By Other Means,105986,24170,205904,1,162588,0
645,279081,708178,72955,18,8,5,0,Female,Yes,Bachelor,Private,Islamabad,Mortgage,By Birth,105987,86360,457535,2,345764,1
529,168744,535034,149590,23,23,5,4,Female,No,PhD,Private,Lahore,Family,By Other Means,105988,92063,254289,3,378234,1
554,242634,705460,143468,30,32,6,1,Female,No,Master,Private,Lahore,Own,By Birth,105989,95234,315505,1,68367,1
535,1112,217968,89548,7,13,8,6,Female,No,Master,Government,Islamabad,Family,By Birth,105990,59034,707983,1,275151,0
325,310499,387253,176149,5,27,4,5,Female,No,Master,Private,Lahore,Rent,By Birth,105991,20154,298026,0,152948,0
560,75561,670970,16981,19,23,7,2,Male,Yes,Master,Private,Multan,Own,By Other Means,105992,84709,181798,3,112998,1
570,165154,569229,103989,6,6,4,3,Female,No,PhD,Government,Lahore,Mortgage,By Other Means,105993,11833,357687,0,290050,0
422,118181,796078,73292,24,37,2,3,Male,Yes,Master,Government,Karachi,Own,By Birth,105994,95845,925931,2,54811,1
556,60482,645637,69842,12,24,8,3,Male,No,High School,Private,Multan,Own,By Birth,105995,11218,897967,1,342636,1
720,79098,472563,141095,1,1,5,4,Male,Yes,PhD,Private,Lahore,Family,By Other Means,105996,70262,579562,3,155923,0
558,385122,96629,228026,21,0,4,7,Female,Yes,High School,Government,Islamabad,Rent,By Birth,105997,64592,966909,4,436683,0
346,-56625,184097,26219,6,22,2,2,Male,No,High School,Self-employed,Islamabad,Mortgage,By Birth,105998,45884,854528,1,470221,0
824,386503,511564,115862,0,39,7,0,Female,No,Bachelor,Self-employed,Karachi,Rent,By Other Means,105999,76674,291136,3,218299,1
507,-333390,234326,219964,5,17,5,5,Male,No,High School,Government,Lahore,Mortgage,By Birth,106000,82622,129508,1,214148,0
610,274732,688949,153166,15,7,9,4,Female,No,High School,Self-employed,Lahore,Mortgage,By Other Means,106001,16864,154416,2,416776,0
448,378054,216058,42853,7,33,7,5,Female,Yes,Bachelor,Self-employed,Multan,Mortgage,By Other Means,106002,28400,979678,3,218114,0
737,128658,132784,141718,12,7,9,5,Female,No,PhD,Government,Multan,Rent,By Birth,106003,47580,662465,2,157938,0
454,20967,386533,190117,22,28,5,1,Female,No,PhD,Self-employed,Islamabad,Mortgage,By Birth,106004,80204,866735,3,118455,1
389,392297,413450,182997,17,12,6,0,Female,No,PhD,Government,Lahore,Own,By Birth,106005,98503,566098,2,126776,0
657,286400,428271,179999,13,0,8,3,Female,No,High School,Self-employed,Karachi,Own,By Other Means,106006,98120,857612,0,337096,0
473,189420,88743,148063,17,28,6,1,Male,No,High School,Private,Multan,Family,By Other Means,106007,15017,580880,3,130147,0
516,390265,533468,155050,28,36,4,2,Male,No,PhD,Private,Karachi,Own,By Other Means,106008,52059,917928,2,127629,0
755,212044,750505,219084,3,0,2,2,Female,Yes,PhD,,Lahore,Mortgage,By Other Means,106009,51619,660095,3,176751,0
498,218423,631297,40723,14,4,6,6,Male,Yes,High School,Government,Karachi,Mortgage,By Birth,106010,46012,381059,4,262439,0
785,189551,655154,160859,4,1,9,6,Female,Yes,Master,Self-employed,Lahore,Mortgage,By Other Means,106011,87959,216077,4,72167,1
832,342876,109471,96693,20,21,8,5,Male,No,Master,Government,Karachi,Rent,By Other Means,106012,92321,780111,2,323723,1
499,-214697,729517,119045,13,29,3,6,Female,Yes,Bachelor,Self-employed,Lahore,Mortgage,By Birth,106013,71849,578109,4,289126,1
670,130145,764770,185164,15,10,5,4,Male,No,PhD,Government,Islamabad,Own,By Birth,106014,44259,144029,2,191734,1
747,395722,270942,49791,14,28,6,2,Male,Yes,PhD,Government,Karachi,Rent,By Birth,106015,84016,697454,4,206126,1
547,98120,755080,80171,10,2,7,6,Female,Yes,Bachelor,Government,Karachi,Mortgage,By Birth,106016,97663,280314,1,103234,0
563,151781,787702,151004,1,12,2,3,Female,No,Bachelor,Private,Karachi,Mortgage,By Other Means,106017,33499,299573,1,329344,1
357,189607,508295,41911,22,2,6,4,Female,Yes,Bachelor,Private,Lahore,Rent,By Birth,106018,80721,220725,3,425438,0
601,306984,479402,128458,23,9,2,4,Female,No,Bachelor,Self-employed,Islamabad,Family,By Birth,106019,69535,630199,2,324128,1
330,245512,84430,110948,29,3,8,3,Male,No,PhD,Government,Lahore,Rent,By Birth,106020,34177,372589,4,178910,0
797,374791,773285,106301,17,13,7,2,Female,Yes,PhD,Government,Lahore,Rent,By Other Means,106021,18810,841669,3,460392,0
548,191659,506080,108512,3,22,2,1,Female,Yes,Master,Private,Lahore,Mortgage,By Birth,106022,35316,131109,1,177930,0
570,59321,82306,146018,14,16,4,4,Male,Yes,Master,Private,Multan,Family,By Birth,106023,78746,780812,1,145264,0
693,234855,98655,89899,11,0,7,1,Female,Yes,High School,Private,Multan,Rent,By Other Means,106024,51424,952368,2,96092,0
801,43202,93180,150459,26,14,9,1,Female,Yes,PhD,Self-employed,Multan,Mortgage,By Other Means,106025,85371,431190,1,103458,0
383,187660,70262,205213,26,1,3,6,Female,No,High School,Government,Karachi,Family,By Birth,106026,93701,575451,3,207120,0
664,134162,356333,54573,2,17,8,1,Female,Yes,,Self-employed,Lahore,Own,By Other Means,106027,38630,746067,3,433953,0
848,321375,362096,120298,3,38,9,5,Female,No,PhD,Private,Karachi,Own,By Birth,106028,49295,565900,3,67588,1
641,283696,503649,46405,20,21,8,1,Male,No,Master,Private,Lahore,Mortgage,By Birth,106029,61323,797778,0,327600,0
706,225743,597950,14152,15,27,4,7,Female,No,Master,Self-employed,Karachi,Own,By Other Means,106030,70538,895662,2,287684,1
724,211299,218482,234506,5,29,4,3,Male,Yes,High School,Private,Multan,Rent,By Birth,106031,20088,289939,1,261534,0
392,283805,596479,171487,1,12,7,6,Female,Yes,High School,Government,Islamabad,Own,By Other Means,106032,36838,942395,0,181307,0
711,172097,751325,231951,25,2,4,0,Male,Yes,Bachelor,Government,Karachi,Mortgage,By Other Means,106033,25309,934317,3,274376,1
731,399308,163285,115575,21,2,7,2,Male,No,High School,Government,Karachi,Mortgage,By Birth,106034,84259,561962,2,101592,0
458,131642,724347,249085,8,25,9,0,Male,Yes,PhD,Private,Islamabad,Own,By Birth,106035,98418,186528,0,117904,0
313,327987,735143,118190,11,3,9,5,Male,Yes,PhD,Private,Lahore,Own,By Birth,106036,97026,353328,1,361786,0
672,331422,81353,109977,11,15,9,0,Female,Yes,PhD,Self-employed,Karachi,Mortgage,By Birth,106037,34836,584331,1,286863,0
524,238350,383688,167920,26,27,6,4,Female,No,Master,Private,Karachi,Mortgage,By Birth,106038,25668,135634,4,392580,0
804,94328,166874,179466,23,7,1,0,Male,No,Bachelor,Private,Karachi,Family,By Birth,106039,10424,866680,2,127086,0
372,393981,232730,205337,30,39,8,0,Male,Yes,PhD,Government,Islamabad,Mortgage,By Other Means,106040,62820,220117,4,300397,0
548,126355,532167,238807,30,15,6,3,Female,Yes,Bachelor,Private,Karachi,Rent,By Other Means,106041,77632,286177,3,150588,0
810,238340,211718,36455,13,30,7,1,Female,Yes,Bachelor,Private,Karachi,Rent,By Birth,106042,96253,550241,1,114393,1
515,286342,500405,231420,16,22,2,0,Male,No,PhD,Government,Islamabad,Mortgage,By Birth,106043,89046,750239,3,264279,0
840,61201,764997,71560,8,1,3,0,Female,Yes,Bachelor,Self-employed,Multan,Family,By Birth,106044,69211,194310,4,114807,1
519,335415,480161,96764,11,8,6,5,Male,No,PhD,Government,Lahore,Mortgage,By Other Means,106045,18515,705684,1,300619,0
520,212810,325532,241415,26,26,3,4,Female,No,PhD,Private,Islamabad,Mortgage,By Other Means,106046,18470,264750,2,212477,0
688,373722,709960,152993,9,21,5,2,Female,No,PhD,Private,Multan,Rent,By Other Means,106047,68945,417132,0,499335,1
341,210905,604978,168251,10,33,4,4,Male,No,Master,Self-employed,Lahore,Mortgage,By Birth,106048,50417,838123,3,176468,0
582,302508,418952,107895,1,8,5,2,Female,No,Master,Self-employed,Islamabad,Rent,By Other Means,106049,61018,849404,3,67444,0
357,377371,540027,188307,30,32,8,2,Female,No,High School,Government,Karachi,Own,By Other Means,106050,96742,114922,1,103785,0
836,100353,194943,168109,27,37,4,2,Female,Yes,PhD,Government,Islamabad,Mortgage,By Birth,106051,38182,906841,1,471552,1
372,249043,732146,38275,15,33,9,3,Male,No,PhD,Self-employed,Lahore,Own,By Other Means,106052,31170,287907,4,84295,1
428,168515,663933,41692,26,34,3,3,Female,No,PhD,Government,Lahore,Rent,By Other Means,106053,87685,168160,3,56225,1
725,394879,573109,13872,0,25,7,1,Female,No,High School,Government,Lahore,Family,By Other Means,106054,18172,849036,3,281070,1
424,170316,416429,56764,21,6,7,2,Female,Yes,Master,Private,Karachi,Family,By Birth,106055,92804,508218,3,181464,0
366,339708,128659,124564,28,26,1,3,Female,No,Master,Self-employed,Multan,Own,By Other Means,106056,21869,475211,0,75224,0
305,146149,704855,95871,0,11,3,6,Female,No,High School,Government,Multan,Mortgage,By Birth,106057,93302,251266,3,113528,0
613,188921,353888,91143,30,16,1,3,Male,No,PhD,Self-employed,Islamabad,Own,By Birth,106058,80828,359916,4,111294,0
625,105447,422860,188371,21,20,8,5,Female,No,PhD,Self-employed,Karachi,Mortgage,By Other Means,106059,28003,125005,3,58618,0
805,281775,661729,133268,1,21,5,5,Female,Yes,Master,Private,Multan,Rent,By Other Means,106060,10624,450302,4,271863,1
381,183724,751989,171033,11,25,4,7,Male,No,PhD,Self-employed,Multan,Family,By Birth,106061,66542,138968,1,230590,0
301,295644,293407,29466,26,38,3,7,Male,No,Master,Self-employed,Karachi,Mortgage,By Birth,106062,91111,658090,4,120463,0
503,321059,76480,151834,22,12,7,6,Male,No,PhD,Self-employed,Lahore,Family,By Birth,106063,49481,891113,3,413961,0
703,364904,741201,155002,22,22,8,5,Female,Yes,Bachelor,Self-employed,Lahore,Own,By Birth,106064,89257,958660,2,313298,1
402,289041,512904,190285,27,29,8,0,Female,Yes,Master,Self-employed,Islamabad,Family,By Birth,106065,75857,248423,1,209754,0
835,178352,693318,75191,19,16,1,6,Male,No,Bachelor,Private,Lahore,Family,By Other Means,106066,26696,921903,0,410841,1
667,101639,741768,186446,17,26,7,7,Male,Yes,Master,Self-employed,Lahore,Own,By Other Means,106067,85854,507108,0,98559,1
511,375993,631786,192974,11,19,5,2,Female,Yes,High School,Private,Multan,Family,By Other Means,106068,19132,284916,2,242065,0
508,111118,324707,75555,26,6,2,4,Female,No,Master,Private,Karachi,Own,By Other Means,106069,61445,693727,2,466520,0
416,-319464,561702,106878,22,3,8,5,Female,No,Master,Self-employed,Multan,Family,By Birth,106070,19316,945572,1,174940,0
777,203664,404596,59875,0,30,2,0,Male,No,PhD,Private,Islamabad,Mortgage,By Other Means,106071,14629,569964,3,263740,1
404,330433,357606,175386,27,29,6,3,Female,Yes,PhD,Government,Lahore,Own,By Other Means,106072,93737,757548,1,392143,0
794,31941,789155,188247,26,30,5,3,Male,Yes,High School,Private,Multan,Rent,By Birth,106073,21440,829348,0,430789,1
345,230748,206955,221272,10,3,6,3,Male,Yes,PhD,Self-employed,Lahore,Family,By Birth,106074,89171,273024,1,246307,0
630,145306,581498,249053,1,17,8,7,Male,Yes,PhD,Government,Karachi,Family,By Birth,106075,16405,807343,3,197416,1
515,75172,690650,185050,11,19,9,3,Female,No,High School,Private,Multan,Rent,By Other Means,106076,37647,350131,3,122313,1
791,3376,147710,194487,30,39,3,4,Female,No,High School,Self-employed,Lahore,Family,By Other Means,106077,88869,157769,0,126565,1
748,292927,37660,87460,1,39,3,1,Male,Yes,Master,Government,Lahore,Own,By Other Means,106078,55078,839099,4,419981,1
835,305169,418024,51255,16,22,7,1,Male,No,PhD,Self-employed,Multan,Family,By Other Means,106079,41807,296149,0,145341,1
810,16447,114148,54662,24,37,3,2,Female,No,PhD,Self-employed,Islamabad,Rent,By Birth,106080,76904,669551,4,276047,1
757,216937,191571,93082,5,8,5,6,Male,No,High School,Self-employed,Karachi,Mortgage,By Birth,106081,77603,545812,3,477028,0
846,16713,441231,85366,15,15,4,6,Male,Yes,Master,Government,Multan,Own,By Other Means,106082,65547,353279,3,258963,1
835,391013,53351,214250,18,20,9,7,Female,No,PhD,Government,Karachi,Own,By Birth,106083,10751,211583,3,271175,0
839,267002,462878,224694,27,8,8,5,Female,No,High School,Government,Lahore,Family,By Birth,106084,62421,783786,2,232316,0
783,182187,403503,54496,5,24,9,3,Female,Yes,Master,Self-employed,Karachi,Mortgage,By Birth,106085,84367,556641,1,352655,1
315,59834,94674,108483,6,35,6,2,Male,No,PhD,Government,Multan,Rent,By Other Means,106086,83204,253530,4,334870,0
542,82060,781359,52791,18,13,2,7,Male,No,PhD,Private,Karachi,Family,By Other Means,106087,33663,194924,1,404238,1
506,242995,56241,232070,30,16,8,4,Female,Yes,High School,Private,Islamabad,Family,By Birth,106088,38410,883494,1,300335,0
570,397755,414414,193307,19,27,1,2,Female,No,High School,Self-employed,Karachi,Family,By Other Means,106089,30720,574133,0,78808,0
414,-366042,375127,44140,25,40,5,1,Male,No,Bachelor,Government,Islamabad,Rent,By Birth,106090,40640,224350,0,337349,0
598,364351,384443,246810,16,7,2,1,Male,Yes,Master,Self-employed,Islamabad,Own,By Birth,106091,30878,846625,4,261181,0
782,398580,384983,114865,5,13,7,6,Female,No,High School,Self-employed,Lahore,Rent,By Birth,106092,84489,880121,0,389405,1
696,197057,582927,168148,14,14,5,5,Female,No,Master,Government,Multan,Rent,By Birth,106093,85674,216349,0,301106,1
693,86366,367367,180854,21,38,3,1,Female,Yes,High School,Self-employed,Karachi,Own,By Other Means,106094,93671,441753,4,409763,1
374,152150,87983,113875,8,24,7,2,Female,Yes,Master,Government,Lahore,Family,By Birth,106095,80762,195111,1,170297,0
781,263013,146164,56632,1,10,3,6,Male,Yes,Master,Self-employed,Karachi,Family,By Birth,106096,82164,288115,2,164605,0
402,324768,404571,242966,4,28,6,3,Female,Yes,PhD,Government,Karachi,Rent,By Other Means,106097,44585,708240,1,441241,0
596,171147,518364,27203,20,2,4,7,Male,Yes,Master,Self-employed,Karachi,Rent,By Other Means,106098,90393,557474,4,372058,0
477,93676,299818,249547,22,38,2,0,Male,Yes,Bachelor,Private,Multan,Own,By Birth,106099,33490,495112,1,437050,0
514,3659,294557,245974,4,21,9,1,Female,Yes,PhD,Private,Islamabad,Rent,By Other Means,106100,90614,672549,0,201581,0
614,369032,599274,98392,11,36,6,2,Female,Yes,Master,Self-employed,Karachi,Family,By Birth,106101,48821,338208,2,218764,0
338,58185,723297,117026,29,40,5,0,Male,No,High School,Self-employed,Karachi,Own,By Other Means,106102,76042,300551,3,225975,0
558,117136,748445,50642,9,19,5,1,Male,Yes,Bachelor,Private,Islamabad,Family,By Birth,106103,58580,916587,0,335707,1
306,174823,94229,131646,3,18,8,1,Male,Yes,PhD,Private,Lahore,Family,By Other Means,106104,36143,535137,4,173219,0
348,324902,716731,126430,11,12,5,4,Male,No,Master,Private,Lahore,Own,By Birth,106105,94527,795784,4,247302,0
837,215945,6726330,14486,14,26,8,1,Female,Yes,High School,Self-employed,Multan,Mortgage,By Birth,106106,60458,302680,1,350908,1
460,136203,608103,196667,9,18,8,6,Female,Yes,Master,Private,Islamabad,Own,By Birth,106107,45915,466947,3,309165,0
475,132430,726659,168230,27,15,1,0,Male,Yes,Bachelor,Self-employed,Karachi,Family,By Other Means,106108,87855,293203,3,96809,0
301,91150,711996,19681,30,1,4,0,Male,Yes,High School,Government,Multan,Own,By Other Means,106109,12662,179140,1,93083,0
754,213379,608236,59790,29,0,9,3,Female,No,High School,Self-employed,Lahore,Own,By Other Means,106110,29126,395932,0,169184,1
575,279360,95066,60052,17,2,2,6,Male,Yes,High School,Self-employed,Islamabad,Rent,By Birth,106111,94805,443347,2,371274,0
797,303353,329272,82237,23,23,4,7,Male,Yes,PhD,Self-employed,Islamabad,Mortgage,By Birth,106112,12155,335016,3,374332,1
327,305131,593792,20372,4,37,4,0,Male,Yes,PhD,Private,Karachi,Mortgage,By Other Means,106113,28316,926914,1,462457,0
632,108024,90500,31611,12,1,1,2,Male,Yes,Bachelor,Self-employed,Lahore,Rent,By Birth,106114,32705,510472,2,416117,0
300,42320,72340,10523,3,15,7,2,Male,No,High School,Government,Islamabad,Family,By Birth,106115,73198,152784,1,200023,0
487,273445,149222,50793,8,28,1,7,Male,Yes,Master,Self-employed,Karachi,Family,By Birth,106116,96684,402375,2,226205,0
355,206123,54070,156305,17,36,5,5,Female,No,Master,Government,Islamabad,Own,By Birth,106117,24089,882550,2,260556,0
846,223410,617573,121465,2,3,8,5,Male,Yes,PhD,Self-employed,Islamabad,Mortgage,By Other Means,106118,48758,125977,0,469244,1
411,126560,667693,161027,30,13,4,5,Male,No,High School,Government,Islamabad,Own,By Birth,106119,19858,429735,4,122368,0
609,263035,428092,205371,23,16,5,7,Male,Yes,Bachelor,Government,Lahore,Rent,By Birth,106120,39682,155849,4,381718,0
335,312601,754863,52524,10,16,3,1,Male,Yes,High School,Private,Lahore,Own,By Other Means,106121,37628,238326,3,136865,0
738,113389,727036,247867,3,19,5,7,Male,No,High School,Government,Lahore,Family,By Other Means,106122,76897,715011,4,274511,1
624,283076,38262,47621,8,28,3,3,Female,Yes,High School,Self-employed,Multan,Mortgage,By Birth,106123,71148,471952,3,206138,0
606,266336,122409,221050,25,40,4,1,Female,Yes,PhD,Government,Lahore,Rent,By Other Means,106124,29113,731922,3,421664,0
833,278272,236622,96418,28,25,3,3,Female,No,Master,Government,Karachi,Family,By Birth,106125,39311,830468,2,472923,1
408,22836,6994140,204073,11,37,5,7,Male,Yes,Master,Government,Islamabad,Family,By Birth,106126,75966,402263,3,346188,1
671,286981,508707,206059,25,16,2,6,Female,Yes,Bachelor,Private,Islamabad,Family,By Other Means,106127,74245,261105,1,156723,0
656,117028,543049,86597,9,11,9,4,Male,Yes,PhD,Self-employed,Islamabad,Family,By Birth,106128,66991,674391,1,286951,1
480,378625,441601,5015,9,27,3,3,Male,No,Bachelor,Government,Islamabad,Family,By Other Means,106129,43909,200409,2,426020,0
655,387320,55587,9410,8,8,1,4,Male,No,Bachelor,Self-employed,Lahore,Rent,By Birth,106130,74122,645972,0,345084,0
367,125172,148595,23964,9,31,5,5,Female,Yes,PhD,Self-employed,Multan,Family,By Birth,106131,59256,951869,2,116365,0
591,284922,599419,75671,8,33,4,6,Female,No,Master,Government,Lahore,Family,By Birth,106132,81365,321361,2,163050,1
480,43130,637307,119128,0,15,2,6,Male,No,Master,Private,Islamabad,Family,By Other Means,106133,94743,486267,4,94368,1
765,278852,440869,78484,21,30,8,7,Female,No,Master,Private,Lahore,Mortgage,By Birth,106134,24955,391497,4,478032,1
733,369625,519597,206397,15,26,9,6,Male,No,PhD,Self-employed,Lahore,Family,By Other Means,106135,53281,859691,2,489615,1
763,155304,195862,242636,25,28,6,4,Female,Yes,PhD,Private,Lahore,Own,By Birth,106136,89560,482407,1,278490,0
833,188338,586306,144674,13,0,8,7,Male,Yes,PhD,,Lahore,Rent,By Birth,106137,73509,338845,2,295676,1
365,4782,771790,131003,12,26,2,6,Female,No,Master,Government,Islamabad,Rent,By Other Means,106138,21754,692333,1,498267,1
320,157387,137177,12232,5,31,6,1,Female,No,Bachelor,Private,Karachi,Own,By Birth,106139,52356,326804,0,61366,0
683,272196,212064,245427,13,10,1,7,Female,Yes,Master,Government,Islamabad,Family,By Birth,106140,90062,160736,4,131221,0
338,281665,508594,193317,7,34,3,2,Female,No,Bachelor,Private,Karachi,Rent,By Other Means,106141,87873,604384,3,453456,0
584,200506,367328,120606,22,1,7,3,Male,Yes,Master,Government,Islamabad,Family,By Birth,106142,49497,320474,1,443992,0
635,-213827,117292,184022,22,0,1,1,Female,Yes,High School,,Karachi,Mortgage,By Other Means,106143,33424,663105,1,470116,0
487,331834,501159,206443,30,5,6,7,Female,Yes,PhD,Self-employed,Lahore,Own,By Birth,106144,17042,906087,0,404219,0
542,35546,64561,96602,17,6,7,4,Female,Yes,Bachelor,Government,Multan,Rent,By Birth,106145,29417,201833,4,398032,0
372,210417,661269,33381,28,1,3,4,Male,Yes,Bachelor,Private,Multan,Rent,By Birth,106146,39623,355251,4,342118,0
778,157044,685430,106647,27,1,8,6,Female,Yes,Master,Government,Multan,Family,By Birth,106147,57258,283486,4,53730,1
400,104713,190097,122174,26,4,8,0,Female,Yes,Bachelor,Private,Lahore,Own,By Other Means,106148,55070,449243,1,318705,0
813,255628,53779,81305,19,12,5,0,Male,Yes,High School,Private,Islamabad,Mortgage,By Birth,106149,53606,383748,4,82501,0
475,102617,274745,61025,0,18,2,7,Male,No,Bachelor,Self-employed,Karachi,Mortgage,By Other Means,106150,91406,545248,4,189345,0
